condition_id,name,market_name,yes_token_id,no_token_id
0xce73e7ebf919c4f1e188d8004b756d538195642444df5837817103832d14ab62,Fujimori 2,Will Keiko Fujimori finish in second place in the first round of the 2026 Peruvian presidential election?,43454379308068201680923358297655710491100289250414634177674843006804769698999,53911621277580373581151955361091963156833876538084280760489241454293633436724
0xe8f8bc52bb22ad4c03e8bfc045a5dad8081df2ed58d8e8411b29b82d1797bccf,Aliaga 2,Will Rafael López Aliaga finish in second place in the first round of the 2026 Peruvian presidential election?,36132077336828691860627869834053703428933999406725972355436911059125862745305,97002302699209027113350492821618309378118441722535035929077981735834133911250
0xc7bbd51c1b62b1037ce3f43c0f140c9f5892b6c6257859cc90db3eefb09fbb2a,Chau 2,Will Alfonso López Chau finish in second place in the first round of the 2026 Peruvian presidential election?,24769725700546587329759219324340612529023810444316744206503743527198223624453,46970990842989483762866761554792381418187214890690179552521842494063683144036
0x432e3bff20596f36c22e015ec23182e591ab7c37367e1ad96db73dc5984ddf5b,Sánchez 2,Will Roberto Sánchez Palomino finish in second place in the first round of the 2026 Peruvian presidential election?,102050387779980058053982204048293317397871274479597262029676946390187208574632,87795140423029092105202279745639383208977959464047735608376480395131029648599
0xc551420275c24cd31d2efa28bf28d7445e58aa8ebdcc5b56fe440ea8ebcec3d4,Álvarez 2,Will Carlos Álvarez finish in second place in the first round of the 2026 Peruvian presidential election?,63762434079450166040994571380280569213982997914274023026895292347181421261712,52342047960757683620970068631427343695171727792388316790403962243263227967666
0xcec5039e455994c6f84662ffd78032e3473cc17deca5e2ccd58c46f99d7e5d9c,Nieto 2,Will Jorge Nieto finish in second place in the first round of the 2026 Peruvian presidential election?,94940838371277691070289167186723757004478349101401353884574648859423122955708,111608617583122296319718233930899384204190403432466866015432817309694492990382
0xcf8bae53088e784072732a728698988ea600eb40a898d77ca2b445fed2171e9a,Acuña 2,Will César Acuña finish in second place in the first round of the 2026 Peruvian presidential election?,37921486406670289458237739998913449536824464003904236094881586707250372051038,86151845103542397499030290518190577866855650112869911131499617546383935861282
0x75f8b593544f1132e30d9908c57f44ffeb287499d9cb589dfa6cb9bfed23183d,Belmont 2,Will Ricardo Belmont finish in second place in the first round of the 2026 Peruvian presidential election?,18022990443329283605600134695379844619365883714586064757823373488797728403012,111159599771883628392694226025938454986424718279763532009218944624093465409275
0xfcfb4de7450796136ba9456f7001f97abfc7a2f38f4c41e3aca98bca50c94fbf,Forsyth 2,Will George Forsyth finish in second place in the first round of the 2026 Peruvian presidential election?,1569034882987238301061171471814877252282058651984292522898316469131262384238,18810937144349075449915254601958654810999798503554373740384266031071554523285
0xb4697c399fe33072b2738e535e26142edce765497eb20424cc43e8a19bf48293,Lescano 2,Will Yonhy Lescano finish in second place in the first round of the 2026 Peruvian presidential election?,32672079512210303693577214584517169257850122946956824230914460334034311356951,108202103821340449157006304204397936311454415596985732636968019824288355691572
0x8597636da5c88fac4cde994e5766b8942447566954371a35aa14ee3b600f1738,Luna 2,Will José Luna finish in second place in the first round of the 2026 Peruvian presidential election?,75570012865475719929842556760742549668199450147011073843273436256166271010980,92694699130916384128185282165488976785171203946038279125700031826528816268106
0xa3cbcad17010b2aad8be838d2338127126a9ed153d7b927b4a2376be4d733d21,Fujimori 3,Will Keiko Fujimori finish in third place in the first round of the 2026 Peruvian presidential election?,25574254145194799856287003372086817166650160581120494452360276964318500343213,1070130149431520454324195571894890241870607355200225570109619843269166778308
0x9711f881f44c8965ad7c849fd9b441fa7eb6e5606f913b376e317b77a53b0fa5,Aliaga 3,Will Rafael López Aliaga finish in third place in the first round of the 2026 Peruvian presidential election?,84463073346607350633420220106720408017145401196054649806026567535577655550129,49490741095745341170497154245967230041533324469598883157541074054378190933316
0xc3364f862936218846d59952b1794df4ed3720f8f62c23ca3f0a1e6481e94542,Chau 3,Will Alfonso López Chau finish in third place in the first round of the 2026 Peruvian presidential election?,53208843799664014402016508112605023501590605107448093603797288815396527184976,66572198699826158975720698914878998779926383884843191092696294261148707525090
0xcde3c15baa6087fd1458d2b1bad3d76120bd7d89af7aec5744631368730817f7,Sánchez 3,Will Roberto Sánchez Palomino finish in third place in the first round of the 2026 Peruvian presidential election?,86049621300568226139210786767848956466789853191791053036306398979164391329874,104085191533213624405773407587498722890669520043604386998741495925553683599869
0x694bb375a2c1ab7eeced24a3adc916938a8c649d421afc583de7942a79d9ac93,Álvarez 3,Will Carlos Álvarez finish in third place in the first round of the 2026 Peruvian presidential election?,60202244459212891400310873267914170276813289134934501079034275061280387392168,28778613035752203901149969479689564526003621630380281288539601229400719653943
0xb33d7915ed92398557e1e5479c79a2ad09949a8c7d37ae348471d981d67d2219,Nieto 3,Will Jorge Nieto finish in third place in the first round of the 2026 Peruvian presidential election?,40872800818599165271399779016075588873926268590845448987100983648327678279854,66719157446975530806866874577710384616272221180141036902458647265655328659656
0xf53b2b5e27bfd687d494d6b302fe8848c50523ad627535e242b99197f7b0bf6d,Acuña 3,Will César Acuña finish in third place in the first round of the 2026 Peruvian presidential election?,68189374515748677337524561786627983726911731633563291538700689576557466820795,108360521854649244387507833660920715041435983527157357347152766733559282701514
0xafd705682b311b6f65bf4a9610cfca2156ffe03c08cfe14106a1cb7b4d97bedb,Belmont 3,Will Ricardo Belmont finish in third place in the first round of the 2026 Peruvian presidential election?,83569424471152470187050668086916894166241198094969309162593306540377507661843,81219124492410273916138308771127525500198453268008530121200038337404445543836
0x62ecddfd66cfe53fe5b444855c914247aedf29396f8ebd3373925402afe4d16c,Forsyth 3,Will George Forsyth finish in third place in the first round of the 2026 Peruvian presidential election?,28477229694919355015404054701807015326788104063540844884548739914181740932043,19237707404503420737158021917275251001399539248401497264663452504866554205605
0x2fbbabc415795e823df104c5524e60d8468020dcc0f4c7e5196d99bcf2eea4ac,Lescano 3,Will Yonhy Lescano finish in third place in the first round of the 2026 Peruvian presidential election?,63784150502153165723659810002614895960992143842645051658922882728198546899277,96471642718017647056692505831444895378360538340470760963542342260013155200638
0xf742394d49961b0cc4766ee3c8229c5ec7cca7ec339f08b41f7c9bb28fc0e126,Luna 3,Will José Luna finish in third place in the first round of the 2026 Peruvian presidential election?,71873695595277522842105786723702129593782292720689312674592785618644559034708,12305406897908389043036938553119183549216722036766103865021197329102816199480
0x0cb257d4aff09fcc0c83cdf101bb70ca0445831941071dff2357cc77543944b3,Fujimori 4,Will Keiko Fujimori finish in fourth place in the first round of the 2026 Peruvian presidential election?,45040213783402029104588230599512736565245757796436723456128686284627228855172,62053803109170007851202771205262074149482497087344468114558122616813227125266
0x23688e026e556f282a404d570324bd7c2e5c7acfca4ea2fa17a75a5b5c7ec635,Aliaga 4,Will Rafael López Aliaga finish in fourth place in the first round of the 2026 Peruvian presidential election?,35424100866670020205866722182285541935066196773572640891613135678499150960494,30638769078330686264168008635376974926065503190457456891863550781846356100545
0xd91e8db1a3a135226e947353e440da73f0faed612ca31a6bd274a3fff78afd7c,Chau 4,Will Alfonso López Chau finish in fourth place in the first round of the 2026 Peruvian presidential election?,94751359556044982312002649973976812165377839436965388383075232048686728142977,105434667052956396908093023907810874844093922928582596999937993316708047995704
0x050b59f939be86fe3bd368f6244cd21967d614f4e43e42f069e03e864629bfcf,Sánchez 4,Will Roberto Sánchez Palomino finish in fourth place in the first round of the 2026 Peruvian presidential election?,32710413066461755812466237456530439591537230054745260429557001177572650171108,113760166587971963480335171451776433660390773980323072091964466076316932818612
0x756054f7366dcc97ccbd53e7400bd3e486c4576fc5e205e6b219061958a35c47,Álvarez 4,Will Carlos Álvarez finish in fourth place in the first round of the 2026 Peruvian presidential election?,36168214845206734819408814725147371491609603719556167296553036976571721607076,27944683630665738047685111873380162544128543245237967503547958697137742366915
0x11c67c1caab44d83e7ddcc41b88c86927ce16fa92dab87cf5f422d38aa6f9939,Nieto 4,Will Jorge Nieto finish in fourth place in the first round of the 2026 Peruvian presidential election?,7572026079556580122221055967879658531077751692698608451673461083104656023657,73263078561038007803275725649972955314903488998330209206920385638083433666986
0x5951bc8b879e742cd41bdfc1f7a5536811bf7a9c58de021395c796798340285b,Acuña 4,Will César Acuña finish in fourth place in the first round of the 2026 Peruvian presidential election?,12195464566033820649522860577139752897855294565306308774615951975020179809760,38110978645939228512930062366178905154753186689599595380849322334840772796424
0xcdda4bb5199a58a816054646d7d45cc3ffd513d21756e92392bdd28ee6496470,Belmont 4,Will Ricardo Belmont finish in fourth place in the first round of the 2026 Peruvian presidential election?,3411545603636350139873405094000189128898907791896744670263032822347208640509,69920021489689521504508700669739228175887303657832918670789320204942290759905
0x4da323d212ff1eb5785de9e3ec0b852ed3bd0f84f0b6d1f908e93d82dba47b82,Forsyth 4,Will George Forsyth finish in fourth place in the first round of the 2026 Peruvian presidential election?,57117623667331735297220832995450027619422326715337677748717421189968937068460,23144316560453200094780924811043736644533679069865594550726503942531990160215
0x580baecc0ea01d32d608fcc55699593f83866f03d5f7601172ff1be18e781c07,Lescano 4,Will Yonhy Lescano finish in fourth place in the first round of the 2026 Peruvian presidential election?,98961969927651322882437980864806922516677051950709245896233047388110416610749,97228686899820777862539836150740653286555879950747266173836641922267184216383
0x4c26eba7a5ea4105b863882f26d1f770e67f0859d0858b28c48cdf5502630990,Luna 4,Will José Luna finish in fourth place in the first round of the 2026 Peruvian presidential election?,8078426731411685685528244695437186598890338581566943378189712282919907029271,28382437685083101839880865383507422066672730245006809008672241836207194442750





